Artist Name,Popularity,danceability,energy,key,mode,acousticness,instrumentalness,liveness,valence,tempo,Class
Alfie Templeman,59,0.861,0.662,7,1,0.081,1.18E-05,0.101,0.658,120.029,6
Sleater-Kinney,32,0.407,0.932,11,0,0.0105,0.000129,0.36,0.821,120,6
Richard Hell,51,0.44,0.904,11,0,0.275,7.45E-06,0.106,0.546,138.104,6
Steve Hill,40,0.401,0.567,2,1,0.346,0.125,0.162,0.622,182.966,2
Kalipo,42,0.788,0.746,3,0,0.274,0.86,0.0966,0.281,110.994,6
MC Kevinho,51,0.702,0.662,4,1,0.396,6.19E-06,0.137,0.607,194.001,9
Halflives,44,0.701,0.821,5,0,0.0276,0.00269,0.0875,0.651,107.99,1
Eden Ben Zaken,27,0.676,0.686,5,0,0.475,,0.318,0.736,140.053,9
Sue Foley,38,0.488,0.408,4,0,0.756,0.00125,0.198,0.445,151.196,2
Supergrass,53,0.282,0.648,9,0,0.012,0.401,0.216,0.117,91.536,10
The Lagoons,40,0.473,0.795,4,1,0.203,0.154,0.166,0.0507,170.1,6
Jon Hopkins,52,0.306,0.164,10,1,0.893,0.924,0.336,0.0368,91.856,6
John Lee Hooker,38,0.592,0.339,2,1,0.984,0.0144,0.121,0.676,89.083,2
Blondie,70,0.56,0.825,2,0,0.000785,0.00246,0.0892,0.74,142.669,6
Bleachers,64,0.442,0.689,4,1,0.00458,,0.11,0.208,89.001,10
Skillet,66,0.548,0.924,11,0,0.00033,1.42E-05,0.162,0.242,124.031,8
Puddle Of Mudd,71,0.58,0.748,4,1,0.00935,,0.753,0.584,109.781,10
Beach Riot,30,0.373,0.914,1,1,0.00113,0.00103,0.21,0.298,164.896,10
Sagol 59,23,0.564,0.671,8,0,0.167,,0.328,0.893,169.828,5
The Damned,49,0.19,0.964,1,0,0.00549,3.93E-05,0.33,0.295,173.578,1
Psychic Temple,29,0.448,0.595,11,0,0.105,0.25,0.2,0.772,167.371,1
Until I Wake,55,0.428,0.978,5,0,0.000286,,0.128,0.319,145.052,8
Carter Reeves,,0.695,0.481,9,1,0.783,0.0529,0.0757,0.502,115.933,6
Faith No More,41,0.412,0.939,11,1,0.0471,0.066,0.214,0.328,170.133,8
Hole,61,0.528,0.904,2,1,0.000833,,0.174,0.678,122.372,6
"Becky Hill, David Guetta",83,0.612,0.862,8,1,0.041,,0.0907,0.354,123.849,9
The (International) Noise Conspiracy,37,0.59,0.716,,1,0.00963,0.0107,0.17,0.61,149.048,1
"Anhad + Tanner, Akanksha Grover",16,0.547,0.513,2,1,0.591,0.528,0.0562,0.0748,127.953,0
The Beatles,,0.688,0.435,9,1,0.449,,0.113,0.435,103.239,0
Dudu Aharon,30,0.703,0.41,4,0,0.501,,0.344,0.559,128.042,9
Roomful Of Blues,33,0.676,0.944,,1,0.238,0.0687,0.191,0.866,150.211,2
Babyface Ray,51,0.627,0.681,1,1,0.0881,,0.378,0.369,173.143,5
The Black Keys,44,0.512,0.78,11,0,0.0471,0.0242,0.0856,0.609,93.998,2
Guns N' Roses,61,0.4,0.992,6,1,0.107,0.0117,0.179,0.243,149.412,10
Katy Kirby,42,0.412,0.348,4,1,0.255,0.00145,0.103,0.427,137.469,6
Arctic Monkeys,73,0.728,0.638,5,0,0.249,,0.116,0.872,130.014,6
Korn,65,0.283,0.891,2,1,0.00678,0.0038,0.159,0.226,92.049,8
Aga Ujma,21,0.33,0.2,3,1,0.95,0.00389,0.12,0.0763,106.018,6
Faces,59,0.603,0.494,2,1,0.428,0.000171,0.0894,0.729,147.814,0
Architects,53,0.517,0.977,7,1,4.97E-05,0.00129,0.105,0.135,121.503,8
W.C. Clark,8,0.75,0.763,4,0,0.65,2.08E-06,0.0703,0.816,115.926,2
The (International) Noise Conspiracy,37,0.59,0.716,,1,0.00963,0.0107,0.17,0.61,149.048,6
Brendan Perry,33,0.701,0.624,2,0,0.53,0.168,0.122,0.595,101.994,6
Froth,29,0.404,0.926,9,1,0.0072,0.901,0.109,0.348,166.761,1
Sharon Van Etten,53,0.339,0.595,9,1,0.00555,0.485,0.189,0.137,113.034,6
Steppenwolf,71,0.64,0.651,4,0,0.142,0.28,0.0341,0.801,111.676,10
Adrian Muriel,45,0.584,0.209,2,1,0.945,0.813,0.124,0.193,113.369,7
"Lata Mangeshkar, Udit Narayan",30,0.682,0.761,,1,0.0367,0.00291,0.0732,0.71,95.046,3
King Gizzard & The Lizard Wizard,53,0.655,0.9,7,1,0.0447,0.205,0.269,0.885,109.984,10
Dameer,43,0.689,0.833,7,1,0.104,0.00267,0.0861,0.91,116.014,6
Olamide,34,0.799,0.835,6,1,0.63,5.45E-05,0.0779,0.679,129.039,9
The Rolling Stones,43,0.74,0.895,1,0,0.354,0.402,0.0548,0.895,107.411,10
blink-182,62,0.502,0.966,,1,0.00575,1.56E-06,0.117,0.638,159.948,10
David Johansen,25,0.311,0.906,7,1,0.0376,,0.155,0.49,164.759,10
"Eric Whitacre, Dominic Cheli, Adam Millstein, Emma Wernig, Ben Solomonow, Max Karmazyn",30,0.197,0.118,7,1,0.967,0.566,0.0986,0.0654,118.195,7
Steve Smyth,34,0.341,0.253,9,1,0.868,0.000154,0.153,0.19,168.388,2
Dead Poet Society,42,0.24,0.864,2,1,0.000119,0.411,0.157,0.528,176.78,1
White Denim,25,0.381,0.868,,1,0.00429,0.00877,0.259,0.499,110.727,6
Ain't That The Way,40,0.699,0.743,11,0,0.258,0.0685,0.187,0.736,108.157,0
Jordan Run,20,0.472,0.608,9,1,0.000746,0.00134,0.0835,0.512,81.75,2
Metallica,57,0.448,0.504,8,0,0.0171,0.000849,0.38,0.391,135.254,8
Erica Banks,78,0.956,0.502,9,1,0.0593,,0.238,0.795,110.003,5
Beach Bunny,51,0.582,0.859,4,1,0.000209,0.125,0.0841,0.61,121.968,6
Cal in Red,35,0.569,0.598,9,0,0.042,0.343,0.336,0.344,99.995,6
Primal Scream,26,0.67,0.716,8,1,0.000318,0.477,0.107,0.777,91.136,10
We Are The In Crowd,50,0.521,0.924,7,0,0.0364,,0.0371,0.696,159.909,10
R.L. Burnside,42,0.814,0.754,,1,0.0989,0.0493,0.114,0.739,114.944,2
Thomas Jack,34,0.705,0.331,2,0,0.791,,0.133,0.517,104.017,9
Yehudit Ravitz,22,0.549,0.346,2,1,0.347,,0.356,0.453,109.591,10
Therematic,16,0.549,0.874,7,1,0.44,0.908,0.111,0.355,103.991,6
Rick Ross,7,0.708,0.665,9,1,0.0775,,0.0651,0.662,136.092,5
"Salim–Sulaiman, Shreya Ghoshal",30,0.344,0.656,8,1,0.082,,0.211,0.39,139.048,0
Holly Humberstone,42,0.763,0.599,6,1,0.519,1.08E-06,0.148,0.614,122.802,9
Eviatar Banai,29,0.678,0.92,4,0,0.226,0.00279,0.104,0.544,136.008,10
Here Lies Man,36,0.52,0.683,9,1,0.688,0.946,0.263,0.544,91.914,10
Sammy Brue,32,0.475,0.922,2,0,0.0092,,0.327,0.488,125.971,10
Better Things,46,0.601,0.321,4,1,0.528,7.39E-06,0.115,0.519,169.739,0
Jethro Tull,39,0.436,0.594,5,1,0.252,,0.251,0.503,111.381,10
Ladytron,70,0.642,0.794,8,1,6.98E-05,0.348,0.146,0.785,119.55,9
FIDLAR,42,0.3,0.998,4,1,0.00039,,0.376,0.379,181.866,6
Domestic Technology,37,0.932,0.5,4,0,0.0027,0.613,0.266,0.39,119.952,6
Yoste,49,0.366,0.379,6,1,0.886,0.0219,0.102,0.0753,139.473,6
Otis Kane,43,0.664,0.535,7,1,0.465,1.57E-06,0.27,0.361,85.154,1
The Hound + The Fox,48,0.581,0.297,7,1,0.251,,0.123,0.329,95.691,0
Calva Louise,39,0.534,0.868,9,1,0.000776,0.000342,0.358,0.372,140.06,1
Fear Factory,50,0.547,0.969,2,1,1.87E-05,1.25E-05,0.385,0.296,133.011,8
Valley Boy,25,0.488,0.727,1,1,0.0231,2.53E-06,0.291,0.333,94.032,6
Wooden Shjips,38,0.352,0.621,2,1,0.000114,0.855,0.0974,0.218,123.817,6
Slomosa,45,0.472,0.63,5,0,0.00131,0.0012,0.161,0.511,151.913,10
Savoy Brown,49,0.268,0.567,9,0,0.0529,0.681,0.157,0.518,163.057,10
The Strokes,59,0.406,0.682,7,1,0.000413,0.849,0.0999,0.623,82.495,1
John Mayer,76,0.647,0.729,5,1,0.0206,0.0489,0.134,0.687,94.01,10
Jacques Burtin,23,0.541,0.0413,9,0,0.95,0.873,0.175,0.379,112.932,7
Anguid,9,0.763,0.141,7,0,0.0372,0.0118,0.699,0.295,130.088,6
The Orielles,42,0.567,0.763,1,0,0.15,0.00142,0.0704,0.777,111.079,6
Quicksand,41,0.424,0.944,11,0,9.04E-06,1.09E-05,0.357,0.389,158.089,10
Eve,73,0.908,0.557,8,0,0.242,,0.0709,0.897,90.032,5
KISS,79,0.768,0.852,4,1,0.214,7.36E-05,0.0723,0.867,128.373,10
Foo Fighters,74,0.465,0.919,4,1,1.83E-05,2.07E-05,0.262,0.537,135.997,10
Ehud Banai,28,0.5,0.271,,1,0.277,0.0384,0.156,0.366,141.682,10
Marika Hackman,36,0.784,0.149,9,0,0.675,0.0993,0.072,0.329,140,6
Ornette Coleman,30,0.631,0.282,9,0,0.35,0.00921,0.229,0.556,92.336,2
Linkin Park,72,0.593,0.2,8,1,0.904,,0.0897,0.17,83.966,10
Lifehouse,34,0.65,0.677,6,1,0.3,1.15E-06,0.362,0.506,154.006,10
The Rolling Stones,45,0.53,0.888,5,1,0.132,0.0321,0.425,0.833,136.123,10
No Money Kids,10,0.64,0.873,4,0,0.055,9.86E-05,0.0579,0.699,118.001,10
Monster Magnet,47,0.419,0.573,8,1,0.00026,0.609,0.597,0.165,145.637,10
Itay Levi,39,0.775,0.91,8,1,0.0902,,0.0962,0.564,129.973,9
Del Water Gap,55,0.577,0.821,1,0,0.0458,1.02E-05,0.235,0.619,87.513,6
Arik Einstein,27,0.438,0.2,7,1,0.919,0.000882,0.13,0.333,81.898,10
John Henry Barbee,25,0.537,0.0765,9,1,0.697,9.46E-06,0.0789,0.362,183.332,2
Steely Dan,47,0.528,0.694,11,0,0.00866,0.000189,0.141,0.716,131.287,10
Allman Brown,51,0.546,0.411,2,1,0.701,9.73E-05,0.0955,0.528,79.785,0
Mystery Jets,55,0.63,0.942,4,1,0.141,2.12E-06,0.0958,0.753,136.155,6
Preacher Boy,36,0.553,0.408,7,1,0.837,0.00034,0.13,0.16,124.312,2
Them,62,0.641,0.703,9,1,0.397,0.00546,0.104,0.722,129.118,1
Margaret Glaspy,39,0.559,0.589,,1,0.188,6.10E-05,0.104,0.585,175.361,6
Free,70,0.787,0.472,2,1,0.221,0.000336,0.153,0.824,120.059,10
Chevy Rockets,17,0.533,0.985,9,1,0.00592,0.000301,0.342,0.603,114.978,2
Pole,34,0.832,0.396,1,1,0.0136,0.807,0.0908,0.216,95.717,6
The Velvet Underground,57,0.225,0.618,8,0,0.00137,0.616,0.079,0.567,144.724,10
Sunday Drive,42,0.362,0.317,1,0,0.917,0.000501,0.112,0.314,102.415,0
Erica Banks,70,0.898,0.529,9,1,0.0699,,0.536,0.8,110.032,5
Dhee,71,0.856,0.709,3,0,0.349,0.000209,0.225,0.856,110.009,9
Asha Bhosle,9,0.502,0.922,5,1,0.767,9.93E-06,0.239,0.741,129.215,3
Daniella Tourgeman,12,0.387,0.417,,1,0.571,0.000781,0.0771,0.316,140.636,6
Britney Spears,77,0.724,0.695,11,1,0.073,,0.0889,0.235,139,9
Mabes,39,0.558,0.328,4,1,0.896,,0.109,0.39,97.519,9
Tak√©nobu,40,0.701,0.323,5,1,0.923,0.471,0.0927,0.403,124.022,1
COUNTERFEIT.,37,0.567,0.984,1,0,6.06E-05,,0.224,0.437,131.031,10
Middle Kids,37,0.385,0.694,,1,0.0704,2.50E-05,0.147,0.582,169.852,6
Miynt,47,0.743,0.741,7,1,0.121,0.0692,0.0836,0.508,107.958,6
Jensen McRae,59,0.545,0.365,6,1,0.136,4.86E-06,0.201,0.233,150.125,6
Caesars,64,0.58,0.981,8,0,0.0171,1.07E-05,0.386,0.861,134.007,9
Yehuda Ledgley,3,0.466,0.257,9,0,0.673,0.000245,0.0957,0.397,107.296,6
Everything Everything,49,0.631,0.515,5,1,0.0339,0.00124,0.116,0.381,154.935,1
Porches,48,0.634,0.654,4,0,0.0584,,0.199,0.782,149.782,6
PVRIS,57,0.6,0.915,4,0,0.00593,0.00952,0.484,0.589,119.008,10
Sorcha Richardson,49,0.715,0.52,9,1,0.391,,0.0797,0.769,108.991,6
Bring Me The Horizon,58,0.607,0.813,4,0,0.0019,0.00088,0.305,0.195,133.962,10
Pantera,54,0.243,0.988,8,1,6.17E-05,0.12,0.341,0.277,89.905,8
Cannons,73,0.737,0.678,6,0,0.114,0.157,0.123,0.698,102.051,10
√ìlafur Arnalds,48,0.206,0.0999,8,1,0.982,0.868,0.106,0.0576,74.726,1
Wolf Alice,60,0.368,0.769,4,1,0.000153,0.919,0.0657,0.378,187.239,6
Corey Taylor,58,0.569,0.987,10,0,0.000506,0.00018,0.315,0.509,100.975,10
Mokita,52,0.613,0.478,8,1,0.105,,0.393,0.174,146.413,9
Torque,22,0.375,0.938,11,1,0.00148,0.00265,0.403,0.583,80.117,8
Simone,40,0.692,0.696,1,1,0.114,0.000109,0.12,0.382,119.981,9
Elai Botner,36,0.361,0.577,,0,0.246,6.64E-06,0.0627,0.134,151.768,9
The Beatles,69,0.453,0.654,4,0,0.0205,0.00395,0.172,0.702,115,10
Infectious Grooves,45,0.477,0.899,2,1,0.000238,0.000144,0.0598,0.555,104.822,8
Mamie Smith,39,0.436,0.178,5,1,0.996,0.912,0.259,0.464,111.858,2
Kris Berry,50,0.728,0.412,2,1,0.624,0.00051,0.0964,0.502,77.861,6
Enforced,29,0.207,0.993,9,1,5.59E-05,0.638,0.109,0.0394,99.91,8
Teddy Wilson,38,0.44,0.267,8,1,0.872,0.903,0.284,0.287,90.907,7
Westlife,2,0.667,0.717,,1,0.285,3.56E-06,0.0807,0.617,96.015,9
The Rolling Stones,44,0.247,0.66,9,1,0.0148,0.000286,0.0884,0.612,114.801,10
Eliad,27,0.798,0.783,7,0,0.0205,2.02E-05,0.349,0.839,128.009,9
Thin Lizzy,54,0.531,0.668,8,1,0.218,0.00404,0.307,0.434,134.446,10
Astr√¶a,36,0.507,0.365,2,1,0.805,,0.0833,0.248,123.969,9
Evanescence,52,0.516,0.95,9,0,0.000356,0.295,0.0828,0.321,151.989,10
Iron Maiden,23,0.193,0.995,,1,0.00214,0.00165,0.773,0.218,172.855,10
INXS,45,0.567,0.919,7,1,0.0108,0.0106,0.0819,0.593,116.033,10
Love,60,0.318,0.303,11,0,0.664,0.000223,0.113,0.226,174.254,10
Cigar Store Indians,31,0.591,0.851,8,1,0.0351,0.00778,0.0446,0.623,95,10
Radio 4,39,0.33,0.963,4,0,1.35E-06,0.509,0.194,0.593,160.004,10
The Rocket Summer,46,0.551,0.982,8,1,0.0134,,0.387,0.554,108.09,10
Mr GISCARD,43,0.856,0.319,9,0,0.738,0.00292,0.192,0.596,119.981,6
Refused,44,0.615,0.821,9,0,0.00918,0.0193,0.219,0.391,125.039,6
R.E.M.,43,0.307,0.792,9,1,0.0129,0.0575,0.0757,0.667,176.852,10
Okay Kaya,42,0.757,0.33,,1,0.573,0.064,0.232,0.341,133.995,6
Buddy Burton & Fats Hudson,28,0.533,0.162,5,1,0.994,0.671,0.12,0.764,182.717,2
Ghost King,27,0.358,0.845,8,1,0.549,0.0479,0.106,0.398,170.051,6
Thundercat,59,0.626,0.597,6,0,0.614,1.53E-05,0.122,0.578,80.985,5
Queen,39,0.236,0.948,1,0,0.0428,0.0885,0.354,0.0983,84.768,10
Kissing Candice,24,0.577,0.956,8,1,0.000233,0.00413,0.0916,0.0803,129.971,8
Euphoria,11,0.605,0.988,7,1,0.0334,0.79,0.312,0.763,93.965,2
Behind the Light,43,0.208,0.442,1,1,0.658,0.555,0.131,0.534,82.067,0
Jason Mraz,75,0.623,0.417,,1,0.296,,0.135,0.721,130.032,9
Moshe Peretz,26,0.67,0.532,10,0,0.465,,0.186,0.444,101.964,9
Mekaal Hasan Band,23,0.386,0.761,5,0,0.553,,0.0729,0.227,129.935,0
T. Rex,48,0.512,0.405,10,0,0.727,,0.726,0.516,159.745,6
Gretchen Wilson,64,0.499,0.825,6,1,0.13,,0.306,0.753,185.069,4
Overmono,38,0.829,0.408,,0,0.811,0.658,0.107,0.406,132.976,6
Jake Bugg,62,0.551,0.839,9,1,0.0818,,0.151,0.681,116.051,6
H.E.A.T,33,0.496,0.947,2,1,0.000148,0.000201,0.366,0.328,105.006,8
Lords Of The Underground,48,0.859,0.635,10,0,0.0356,0.00346,0.13,0.53,96.571,5
An Autumn for Crippled Children,28,0.131,0.945,9,0,3.10E-06,0.953,0.311,0.211,145.022,8
Mike Crigs,40,0.639,0.641,8,1,0.227,,0.104,0.665,124.953,5
The Hellacopters,38,0.291,0.942,10,0,0.00198,9.58E-06,0.247,0.595,151.849,1
Pocket,40,0.673,0.704,4,0,0.0154,0.598,0.68,0.0965,136.999,1
Irma,42,0.576,0.485,6,0,0.175,0.000617,0.0994,0.359,93.716,2
Angelus Apatrida,37,0.235,0.989,2,1,1.91E-05,0.0249,0.56,0.213,169.966,8
Perturbator,47,0.448,0.985,,0,0.00961,0.825,0.0896,0.102,135.023,6
Lime Cordiale,53,0.703,0.639,,1,0.00976,0.468,0.165,0.622,138.048,9
No Point Baby,6,0.691,0.747,11,0,0.224,0.839,0.18,0.832,140.042,6
Mest,45,0.62,0.872,,1,0.00138,2.76E-05,0.272,0.695,92.525,10
morgxn,50,0.665,0.709,11,1,0.0371,,0.323,0.841,100.001,9
James,63,0.561,0.706,9,1,0.00263,0.00125,0.122,0.569,126.077,6
Kiko Loureiro,34,0.43,0.778,11,0,0.00228,0.817,0.0605,0.54,86.894,8
SZA,89,0.436,0.655,1,0,0.499,8.10E-06,0.688,0.412,121.002,9
Savage Messiah,33,0.336,0.969,6,0,1.49E-05,0.00445,0.291,0.247,124.016,8
Dudu Tassa,27,0.601,0.402,4,0,0.333,,0.0929,0.284,128.101,10
Red Brick Lane,54,0.292,0.0382,8,1,0.927,0.915,0.101,0.167,53.081,7
D Double E,48,0.745,0.482,1,1,0.465,,0.0983,0.726,143.338,5
MANJA,34,0.555,0.587,,1,0.37,0.253,0.0895,0.873,156.951,6
Rami Fortis,12,0.428,0.677,,1,0.0229,0.053,0.342,0.105,103.986,10
Video Age,41,0.813,0.649,10,1,0.108,0.0767,0.357,0.972,142.738,1
Toro y Moi,58,0.878,0.779,7,1,0.118,0.0192,0.104,0.778,115.009,6
Run‚ÄìD.M.C.,53,0.873,0.62,7,1,0.0113,0.000121,0.0925,0.574,105.332,5
Anoyd,43,0.669,0.727,1,1,0.0177,,0.0753,0.601,131.028,5
Devon Gilfillian,45,0.555,0.927,,0,0.00155,0.0288,0.209,0.848,156.031,2
Ihsahn,39,0.392,0.751,4,0,0.000213,0.0103,0.303,0.375,179.899,10
Benny The Butcher,12,0.453,0.91,4,1,0.00236,5.51E-06,0.129,0.665,158.36,5
Slipknot,66,0.499,0.97,,1,0.000683,0.136,0.0871,0.0506,106.558,8
POORSTACY,53,0.527,0.973,11,0,0.000756,8.93E-05,0.361,0.131,134.942,10
Margaret Walker,5,0.718,0.111,10,0,0.634,,0.118,0.298,120.82,5
Willie Nelson,59,0.626,0.04,4,1,0.928,0.00178,0.11,0.418,117.136,4
Two Feet,56,0.761,0.797,11,0,0.123,1.03E-05,0.196,0.782,119.975,10
DJ Mesh,28,0.699,0.729,5,0,0.392,,0.262,0.707,78.057,5
One Direction,,0.609,0.588,10,1,0.191,,0.106,0.637,154.377,0
Zozo Ginzburg,13,0.487,0.951,11,0,1.42E-05,0.562,0.136,0.654,146.609,9
FM,32,0.482,0.847,4,0,0.0791,0.168,0.126,0.702,125.111,10
Peled,22,0.712,0.783,4,0,0.0972,,0.193,0.357,120.113,5
AJICO,34,0.592,0.617,7,1,0.00774,0.000321,0.126,0.629,119.085,10
Bessie Smith,44,0.599,0.0424,4,1,0.996,0.00176,0.185,0.186,90.001,2
Two Feet,56,0.761,0.797,11,0,0.123,1.03E-05,0.196,0.782,119.975,1
Die Apokalyptischen Reiter,50,0.417,0.958,5,0,0.00592,0.000255,0.11,0.176,129.933,8
Pink Sweat$,76,0.813,0.415,,1,0.777,,0.131,0.667,91.921,9
Andy Mineo,71,0.889,0.453,8,1,0.0274,4.75E-06,0.156,0.428,140.025,9
Denzel Sachs,41,0.639,0.385,5,1,0.909,0.81,0.114,0.399,127.229,7
Fine Young Cannibals,72,0.799,0.687,2,1,0.193,0.000188,0.0307,0.965,108.804,9
Ashnikko,80,0.834,0.663,8,1,0.235,,0.372,0.774,121.876,9
Sigala,63,0.554,0.378,1,1,0.868,,0.11,0.319,124.862,9
Shlomo Artzi,33,0.663,0.479,4,0,0.796,0.00917,0.148,0.618,133.371,10
Rosie Carney,44,0.537,0.267,,0,0.695,0.00143,0.0983,0.219,135.966,0
Avenged Sevenfold,56,0.572,0.567,7,1,0.00177,0.00793,0.0689,0.29,130.018,8
Fugees,72,0.607,0.422,10,0,0.209,,0.0839,0.563,130.47,6
Alice In Chains,73,0.355,0.791,8,1,0.00045,,0.0969,0.758,106.392,10
Porcupine Tree,55,0.456,0.776,9,0,0.0423,0.00975,0.148,0.223,174.261,8
CLOVES,36,0.747,0.288,10,0,0.879,0.000494,0.173,0.436,84.029,9
Pentangle,40,0.516,0.494,7,0,0.403,0.0102,0.112,0.814,89.452,6
Vanilla Fudge,24,0.301,0.416,10,1,0.0296,,0.329,0.517,89.081,2
Killer Mike,54,0.863,0.916,2,1,0.0829,7.09E-06,0.566,0.964,145.182,5
Elles Bailey,47,0.644,0.433,2,1,0.742,,0.129,0.611,85.799,2
Crossfaith,47,0.405,0.943,6,0,7.95E-05,0.000672,0.159,0.521,175.008,8
Arlo Parks,60,0.675,0.38,4,0,0.715,0.000201,0.174,0.7,94.92,6
Stand Atlantic,63,0.758,0.779,8,1,0.000717,,0.109,0.588,124.987,10
Peter Green,44,0.634,0.368,2,0,0.236,3.39E-05,0.0667,0.796,102.446,2
Highly Suspect,48,0.551,0.796,9,0,0.000563,0.000125,0.12,0.356,98.006,10
DJ Chose,56,0.804,0.769,1,0,0.0302,,0.286,0.876,79.042,5
Rita Ora,36,0.778,0.846,7,1,0.0672,1.52E-06,0.0641,0.597,111.994,9
Emmylou Harris,55,0.476,0.318,10,1,0.78,2.00E-06,0.104,0.311,126.495,0
Monuments,51,0.445,0.968,6,1,1.29E-05,9.99E-06,0.338,0.326,114.92,8
Apocalyptica,52,0.531,0.939,7,1,0.000456,0.0753,0.162,0.393,128.047,8
Cardi B,90,0.868,0.795,11,1,0.0012,0.0193,0.0461,0.819,166,9
Marilyn Manson,49,0.452,0.952,9,1,0.00442,0.121,0.302,0.305,168.065,8
Sadhana Sargam,22,0.575,0.467,,0,0.823,3.96E-06,0.379,0.296,108.544,3
Paul Simon,71,0.626,0.816,9,1,0.237,1.80E-06,0.104,0.798,105.307,0
Catfish and the Bottlemen,66,0.531,0.711,10,1,0.000204,0.00291,0.108,0.279,155.068,10
The Godfathers,42,0.521,0.765,9,1,0.000548,0.00885,0.114,0.719,120.674,1
Ravi,26,0.454,0.0994,1,1,0.978,0.706,0.103,0.154,79.299,7
Red Fang,38,0.384,0.936,7,1,4.80E-05,0.543,0.333,0.375,110.124,8
At Least There's No Babies (feat. Dee White),37,0.559,0.457,10,1,0.517,3.39E-05,0.105,0.457,105.034,0
Abhinav Saxena,18,0.64,0.304,2,1,0.815,0.805,0.0943,0.291,119.316,6
Genesis Owusu,46,0.528,0.694,11,1,0.0621,0.000962,0.105,0.493,179.945,6
The 1975,73,0.618,0.793,,1,0.204,0.0154,0.126,0.459,101.015,10
jxdn,68,0.552,0.333,,1,0.0868,,0.557,0.274,139.657,5
Tracy Lawrence,58,0.524,0.797,2,1,0.209,,0.286,0.783,159.859,4
Hard-FI,57,0.557,0.833,10,1,0.00226,3.25E-06,0.161,0.815,125.205,1
The Goon Sax,35,0.649,0.798,11,0,0.136,0.00376,0.269,0.792,111.941,10
The Heavytrackerz,34,0.755,0.662,1,1,0.507,,0.101,0.611,160.049,5
Eve 6,42,0.424,0.873,6,1,0.202,3.47E-06,0.0741,0.759,180.042,1
The Strumbellas,44,0.641,0.224,,1,0.627,,0.112,0.159,119.875,10
Internet Money,71,0.832,0.549,1,0,0.168,,0.11,0.384,140.045,5
◊ô◊ï◊í◊ë ◊í◊ú◊ï◊°◊û◊ü,18,0.575,0.56,2,0,0.416,4.17E-06,0.305,0.357,134.936,6
The Bros. Landreth,40,0.858,0.16,7,0,0.8,6.08E-06,0.0901,0.574,110.078,2
High On Fire,46,0.228,0.966,1,1,2.70E-05,0.667,0.337,0.337,139.78,8
Betcha,41,0.46,0.748,6,0,0.0575,1.04E-05,0.121,0.261,126.325,10
Ronan Keating,39,0.45,0.503,7,1,0.718,,0.911,0.205,87.634,9
The Bravery,58,0.385,0.949,8,1,0.00501,2.13E-06,0.113,0.517,166.137,6
Boys Noize,48,0.808,0.848,6,1,0.000368,0.465,0.0512,0.769,124.972,6
Cer√©na,20,0.799,0.672,2,1,0.00137,0.012,0.141,0.757,124.01,9
Khia,61,0.859,0.625,9,0,0.0296,,0.0537,0.71,102.072,5
Solence,60,0.507,0.723,8,1,0.00831,,0.195,0.706,142.935,10
Florida Georgia Line,74,0.457,0.948,10,1,0.0191,,0.0536,0.878,148,4
Ginger Root,46,0.726,0.817,11,0,0.399,0.178,0.0871,0.501,126.977,6
LILHUDDY,71,0.589,0.438,1,0,0.573,,0.128,0.0752,127.329,9
Neil Mukherjee,24,0.331,0.164,2,1,0.94,0.903,0.112,0.408,181.035,6
Robert Randolph & The Family Band,38,0.442,0.78,5,1,0.007,,0.167,0.666,154.001,2
*repeat repeat,37,0.327,0.841,9,1,0.000101,0.863,0.127,0.455,180.058,1
STUTS,65,0.607,0.654,2,1,0.469,0.00047,0.085,0.294,93.473,9
Berry Sakharof,40,0.453,0.741,,0,0.00943,0.00172,0.197,0.597,78.485,10
Aquila Young,32,0.623,0.845,8,0,0.00114,0.00502,0.126,0.539,117.968,2
P-Lo,38,0.912,0.746,10,0,0.00583,4.42E-05,0.139,0.583,103.998,5
Tedeschi Trucks Band,39,0.424,0.746,9,0,0.366,0.000944,0.15,0.437,81.202,2
crytothemoon,31,0.661,0.0187,7,1,0.944,2.72E-05,0.192,0.254,81.995,6
Becky Hill,52,0.338,0.276,8,0,0.915,,0.107,0.427,190.773,9
The Undercover Dream Lovers,48,0.81,0.344,,0,0.125,0.269,0.0723,0.827,102.004,6
The Balmer Series,8,0.36,0.313,10,1,0.947,0.901,0.0963,0.285,80.065,6
Godford,34,0.697,0.572,4,1,0.00689,0.781,0.0899,0.0322,121.993,6
◊û◊ô◊†◊ï◊° ◊ê◊§◊°,17,0.377,0.512,3,1,0.509,0.000565,0.0656,0.267,169.583,6
Queen Pen,49,0.744,0.803,7,1,0.0259,,0.555,0.574,94.088,5
Karthik,24,0.643,0.691,,0,0.242,0.000122,0.222,0.656,96.003,0
Gowry Lekshmi,27,0.553,0.616,5,1,0.0117,1.43E-05,0.162,0.29,84.954,0
Reginald Omas Mamode IV,37,0.782,0.515,,1,0.0339,0.00902,0.089,0.451,118.543,1
Miriam Bryant,52,0.62,0.438,7,1,0.766,,0.366,0.255,111.803,9
"Anuradha Paudwal, Udit Narayan",37,0.359,0.562,1,1,0.877,0.00506,0.0837,0.519,92.685,3
Metallica,69,0.518,0.858,,1,0.00563,0.00349,0.0598,0.249,117.897,8
Lucy Lucy,35,0.642,0.654,,1,0.317,,0.33,0.336,84.998,6
